WEC: ava. Rotation,WEC: max. Rotation,WEC: min. Rotation,WEC: ava. Power,WEC: max. Power,WEC: min. Power,WEC: ava. Nacel position including cable twisting,WEC: ava. reactive Power,WEC: max. reactive Power,WEC: min. reactive Power,WEC: ava. blade angle A,Sys 1 inverter 1 cabinet temp.,Sys 1 inverter 2 cabinet temp.,Sys 1 inverter 3 cabinet temp.,Sys 1 inverter 4 cabinet temp.,Sys 1 inverter 5 cabinet temp.,Sys 1 inverter 6 cabinet temp.,Sys 1 inverter 7 cabinet temp.,Sys 2 inverter 1 cabinet temp.,Sys 2 inverter 2 cabinet temp.,Sys 2 inverter 3 cabinet temp.,Sys 2 inverter 4 cabinet temp.,Sys 2 inverter 5 cabinet temp.,Sys 2 inverter 6 cabinet temp.,Sys 2 inverter 7 cabinet temp.,Spinner temp.,Front bearing temp.,Rear bearing temp.,Pitch cabinet blade A temp.,Pitch cabinet blade B temp.,Pitch cabinet blade C temp.,Blade A temp.,Blade B temp.,Blade C temp.,Rotor temp. 1,Rotor temp. 2,Stator temp. 1,Stator temp. 2,Nacelle ambient temp. 1,Nacelle ambient temp. 2,Nacelle temp.,Nacelle cabinet temp.,Main carrier temp.,Rectifier cabinet temp.,Yaw inverter cabinet temp.,Fan inverter cabinet temp.,Ambient temp.,Tower temp.,Control cabinet temp.,Transformer temp.,RTU: ava. Setpoint 1,Inverter averages,Inverter std dev,Predicted_Fault
7.920000076,9.510000229,6.650000095,228.0,463.0,106.0,384.0,42.0,45.0,33.0,1.0,29.0,29.0,29.0,28.0,30.0,30.0,31.0,32.0,34.0,33.0,34.0,-14.0,0.0,-50.0,18.0,24.0,29.0,33.0,33.0,33.0,166.0,166.0,166.0,42.0,42.0,60.0,59.0,11.0,11.0,16.0,20.0,18.0,32.0,24.0,31.0,13.0,27.0,37.0,45.0,3050.0,30.81818199,2.136266947,NF
6.110000134,6.449999809,5.619999886,62.0,99.0,18.0,-383.0,45.0,54.0,44.0,1.0,27.0,28.0,30.0,30.0,31.0,30.0,30.0,31.0,31.0,30.0,29.0,-14.0,0.0,-50.0,20.0,23.0,29.0,35.0,35.0,34.0,166.0,166.0,166.0,47.0,47.0,53.0,52.0,16.0,16.0,19.0,22.0,16.0,40.0,26.0,32.0,17.0,21.0,31.0,41.0,3050.0,29.72727203,1.272077799,NF
9.229999542,9.800000191,8.829999924,617.0,763.0,529.0,-92.0,70.0,72.0,61.0,1.0,18.0,20.0,19.0,20.0,20.0,19.0,18.0,20.0,18.0,19.0,22.0,-14.0,0.0,-50.0,12.0,17.0,25.0,29.0,30.0,29.0,166.0,166.0,167.0,46.0,46.0,61.0,60.0,7.0,7.0,12.0,15.0,11.0,28.0,19.0,26.0,8.0,17.0,24.0,33.0,3050.0,19.36363602,1.206045389,NF
0.01,0.200000003,0.0,0.0,0.0,0.0,-151.0,0.0,0.0,0.0,91.97000122,23.0,25.0,23.0,23.0,25.0,23.0,23.0,25.0,25.0,24.0,22.0,-14.0,0.0,-50.0,12.0,12.0,12.0,33.0,29.0,26.0,166.0,166.0,166.0,14.0,14.0,14.0,14.0,11.0,11.0,14.0,23.0,12.0,21.0,20.0,25.0,12.0,13.0,22.0,32.0,2501.0,23.72727203,1.103712797,FF
10.18999958,10.88000011,9.130000114,915.0,1181.0,560.0,-411.0,85.0,90.0,68.0,1.0,28.0,28.0,27.0,28.0,28.0,26.0,27.0,26.0,26.0,24.0,24.0,-14.0,0.0,-50.0,14.0,20.0,25.0,29.0,30.0,29.0,166.0,166.0,167.0,44.0,44.0,66.0,66.0,10.0,10.0,14.0,17.0,16.0,27.0,22.0,26.0,10.0,25.0,33.0,43.0,3050.0,26.54545403,1.507556677,NF
7.940000057,8.859999657,7.179999828,336.0,528.0,173.0,-214.0,30.0,41.0,23.0,1.0,29.0,30.0,28.0,29.0,30.0,30.0,32.0,35.0,34.0,35.0,34.0,-14.0,0.0,-50.0,30.0,32.0,34.0,47.0,48.0,47.0,165.0,164.0,165.0,47.0,47.0,49.0,48.0,20.0,20.0,27.0,31.0,24.0,40.0,33.0,39.0,20.0,26.0,35.0,42.0,3050.0,31.45454597,2.621588707,NF
8.829999924,10.53999996,7.610000134,530.0,1015.0,281.0,-137.0,51.0,57.0,40.0,1.0,30.0,32.0,30.0,31.0,32.0,31.0,30.0,33.0,31.0,30.0,34.0,-14.0,0.0,-50.0,25.0,30.0,35.0,41.0,41.0,40.0,165.0,165.0,166.0,54.0,54.0,62.0,62.0,19.0,19.0,24.0,27.0,23.0,38.0,31.0,38.0,22.0,30.0,36.0,43.0,3050.0,31.27272797,1.348399758,NF
10.22999954,12.0,7.730000019,990.0,1686.0,314.0,226.0,85.0,133.0,45.0,1.0,21.0,23.0,22.0,22.0,23.0,22.0,21.0,23.0,21.0,20.0,20.0,-14.0,0.0,-50.0,13.0,18.0,24.0,28.0,28.0,27.0,166.0,166.0,167.0,44.0,44.0,63.0,62.0,9.0,9.0,12.0,15.0,12.0,27.0,20.0,25.0,11.0,21.0,27.0,37.0,3050.0,21.63636398,1.120064974,NF
10.28999996,11.18999958,9.569999695,935.0,1305.0,680.0,-137.0,55.0,57.0,55.0,1.0,28.0,29.0,28.0,29.0,30.0,28.0,27.0,29.0,28.0,26.0,25.0,-14.0,0.0,-50.0,16.0,22.0,27.0,31.0,31.0,30.0,166.0,166.0,166.0,47.0,47.0,67.0,67.0,13.0,13.0,16.0,18.0,17.0,28.0,23.0,27.0,15.0,28.0,34.0,46.0,3050.0,27.90909004,1.445997715,NF
8.630000114,9.359999657,7.929999828,485.0,633.0,345.0,-351.0,50.0,59.0,49.0,1.0,26.0,26.0,25.0,25.0,26.0,25.0,25.0,31.0,31.0,31.0,30.0,-14.0,0.0,-50.0,15.0,20.0,25.0,30.0,30.0,30.0,166.0,166.0,167.0,44.0,44.0,60.0,59.0,10.0,10.0,14.0,17.0,15.0,31.0,22.0,28.0,12.0,24.0,33.0,42.0,3050.0,27.36363602,2.73030138,NF
8.010000229,8.93999958,7.269999981,345.0,522.0,220.0,-96.0,25.0,35.0,17.0,1.0,31.0,33.0,31.0,32.0,33.0,32.0,31.0,34.0,37.0,36.0,36.0,-14.0,0.0,-50.0,34.0,34.0,35.0,51.0,51.0,51.0,165.0,165.0,165.0,45.0,47.0,47.0,47.0,24.0,24.0,30.0,34.0,28.0,42.0,36.0,42.0,26.0,29.0,38.0,44.0,3050.0,33.27272797,2.195035696,NF
11.27000046,11.97999954,10.52999973,1368.0,1688.0,1044.0,630.0,125.0,144.0,99.0,1.0,28.0,28.0,27.0,27.0,28.0,25.0,27.0,26.0,26.0,23.0,24.0,-14.0,0.0,-50.0,12.0,19.0,24.0,27.0,27.0,26.0,166.0,166.0,167.0,48.0,48.0,73.0,72.0,8.0,8.0,11.0,14.0,14.0,23.0,20.0,24.0,8.0,24.0,33.0,44.0,3050.0,26.27272797,1.678744197,NF
8.600000381,10.22999954,6.730000019,466.0,926.0,86.0,-27.0,57.0,81.0,42.0,1.0,25.0,26.0,25.0,25.0,26.0,25.0,26.0,30.0,30.0,30.0,31.0,-14.0,0.0,-50.0,16.0,22.0,28.0,31.0,31.0,30.0,166.0,166.0,167.0,43.0,44.0,58.0,57.0,10.0,10.0,15.0,18.0,15.0,32.0,23.0,27.0,11.0,23.0,32.0,41.0,3050.0,27.18181801,2.482667208,NF
0.0,0.07,0.0,0.0,0.0,0.0,302.0,0.0,0.0,0.0,91.98999786,31.0,34.0,32.0,32.0,35.0,33.0,33.0,35.0,35.0,33.0,30.0,-14.0,0.0,-50.0,23.0,25.0,29.0,36.0,46.0,35.0,165.0,165.0,166.0,41.0,41.0,52.0,51.0,19.0,19.0,19.0,24.0,19.0,34.0,27.0,32.0,22.0,21.0,30.0,45.0,3044.0,33.0,1.673320055,NF
0.0,0.0,0.0,0.0,0.0,0.0,-81.0,0.0,0.0,0.0,91.93000031,25.0,26.0,25.0,25.0,26.0,25.0,25.0,27.0,27.0,25.0,23.0,-14.0,0.0,-50.0,13.0,13.0,12.0,27.0,26.0,37.0,166.0,166.0,167.0,15.0,15.0,15.0,15.0,12.0,12.0,13.0,20.0,13.0,22.0,21.0,24.0,13.0,15.0,25.0,34.0,2501.0,25.36363602,1.120064974,FF
7.989999771,8.75,7.139999866,319.0,493.0,72.0,-171.0,45.0,48.0,32.0,1.0,30.0,32.0,30.0,32.0,32.0,32.0,30.0,36.0,35.0,37.0,35.0,-14.0,0.0,-50.0,25.0,29.0,32.0,41.0,41.0,40.0,165.0,166.0,166.0,51.0,51.0,62.0,62.0,20.0,20.0,24.0,28.0,23.0,36.0,31.0,38.0,20.0,28.0,36.0,43.0,3050.0,32.81818008,2.522624731,NF
13.69999981,14.64000034,11.85000038,2713.0,3120.0,1599.0,-86.0,247.0,287.0,152.0,1.029999971,35.0,36.0,36.0,35.0,36.0,32.0,34.0,34.0,35.0,32.0,31.0,-14.0,0.0,-50.0,20.0,26.0,33.0,38.0,38.0,37.0,165.0,165.0,166.0,112.0,111.0,102.0,101.0,14.0,14.0,19.0,21.0,21.0,32.0,27.0,30.0,15.0,33.0,43.0,69.0,3050.0,34.18181992,1.77866137,NF
7.190000057,7.579999924,6.909999847,208.0,272.0,165.0,-211.0,47.0,47.0,47.0,1.0,28.0,30.0,28.0,29.0,29.0,32.0,31.0,35.0,34.0,35.0,33.0,-14.0,0.0,-50.0,27.0,29.0,34.0,43.0,44.0,43.0,165.0,165.0,165.0,51.0,51.0,54.0,54.0,18.0,18.0,23.0,27.0,21.0,37.0,30.0,35.0,19.0,26.0,35.0,42.0,3050.0,31.27272797,2.686667204,NF
0.01,0.059999999,0.0,0.0,0.0,0.0,-248.0,0.0,0.0,0.0,60.06000137,31.0,33.0,32.0,31.0,33.0,31.0,32.0,33.0,33.0,32.0,29.0,-14.0,0.0,-50.0,24.0,26.0,28.0,40.0,41.0,39.0,165.0,165.0,166.0,29.0,29.0,24.0,24.0,18.0,18.0,20.0,26.0,19.0,33.0,28.0,32.0,19.0,20.0,30.0,41.0,3050.0,31.81818199,1.250454426,FF
10.34000015,11.34000015,9.869999886,974.0,1401.0,784.0,-88.0,87.0,101.0,77.0,1.0,19.0,21.0,20.0,21.0,21.0,20.0,19.0,21.0,19.0,18.0,17.0,-14.0,0.0,-50.0,11.0,17.0,25.0,27.0,27.0,26.0,166.0,166.0,167.0,46.0,46.0,64.0,64.0,7.0,7.0,11.0,14.0,10.0,25.0,18.0,23.0,8.0,18.0,25.0,33.0,3050.0,19.63636398,1.361816883,NF
13.78999996,13.96000004,13.52999973,2804.0,3029.0,2517.0,-70.0,252.0,264.0,240.0,1.0,25.0,25.0,25.0,24.0,26.0,22.0,23.0,24.0,24.0,21.0,22.0,-14.0,0.0,-50.0,12.0,17.0,24.0,26.0,26.0,26.0,166.0,166.0,167.0,77.0,77.0,87.0,86.0,8.0,8.0,11.0,12.0,12.0,22.0,21.0,23.0,5.0,22.0,30.0,46.0,3050.0,23.72727203,1.555050492,NF
6.039999962,6.460000038,5.71999979,55.0,98.0,27.0,655.0,47.0,56.0,46.0,1.0,27.0,27.0,32.0,33.0,35.0,35.0,34.0,35.0,34.0,35.0,33.0,-14.0,0.0,-50.0,24.0,27.0,31.0,40.0,41.0,39.0,165.0,165.0,166.0,38.0,38.0,38.0,37.0,20.0,20.0,22.0,26.0,21.0,39.0,29.0,34.0,26.0,24.0,34.0,42.0,3050.0,32.72727203,3.003028393,NF
3.980000019,4.269999981,3.730000019,0.0,0.0,0.0,300.0,0.0,10.0,0.0,1.0,30.0,31.0,32.0,33.0,33.0,33.0,32.0,34.0,33.0,33.0,31.0,-14.0,0.0,-50.0,26.0,29.0,31.0,42.0,42.0,41.0,165.0,165.0,166.0,39.0,39.0,40.0,39.0,18.0,18.0,23.0,27.0,21.0,39.0,30.0,35.0,19.0,24.0,34.0,43.0,3050.0,32.27272797,1.190874457,NF
12.68999958,14.02000046,10.82999992,2079.0,3080.0,1144.0,-537.0,126.0,187.0,76.0,1.0,30.0,31.0,30.0,30.0,32.0,31.0,29.0,31.0,30.0,28.0,27.0,-14.0,0.0,-50.0,19.0,23.0,28.0,33.0,33.0,32.0,166.0,165.0,166.0,61.0,61.0,76.0,75.0,15.0,15.0,17.0,21.0,19.0,28.0,27.0,32.0,17.0,29.0,35.0,47.0,3050.0,29.90909004,1.445997715,NF
5.21999979,5.71999979,4.710000038,10.0,30.0,0.0,-80.0,47.0,92.0,0.0,1.0,32.0,33.0,33.0,33.0,35.0,34.0,33.0,36.0,35.0,34.0,32.0,-14.0,0.0,-50.0,22.0,27.0,33.0,37.0,38.0,36.0,165.0,165.0,166.0,46.0,47.0,48.0,48.0,15.0,15.0,20.0,25.0,20.0,37.0,28.0,33.0,16.0,24.0,35.0,48.0,3050.0,33.63636398,1.286291361,NF
11.22999954,12.56999969,9.460000038,1335.0,1935.0,649.0,-422.0,118.0,156.0,77.0,1.0,27.0,27.0,26.0,27.0,27.0,25.0,26.0,26.0,25.0,23.0,23.0,-14.0,0.0,-50.0,16.0,19.0,24.0,31.0,31.0,30.0,166.0,166.0,166.0,46.0,46.0,66.0,65.0,13.0,12.0,17.0,17.0,16.0,30.0,24.0,29.0,13.0,24.0,31.0,42.0,3050.0,25.63636398,1.501514435,NF
5.699999809,6.429999828,5.170000076,29.0,92.0,8.0,-466.0,43.0,52.0,36.0,1.0,32.0,34.0,32.0,32.0,34.0,36.0,35.0,36.0,36.0,36.0,34.0,-14.0,0.0,-50.0,24.0,28.0,33.0,39.0,40.0,38.0,165.0,165.0,166.0,50.0,50.0,54.0,53.0,17.0,17.0,22.0,26.0,21.0,39.0,29.0,34.0,20.0,27.0,37.0,46.0,3030.0,34.27272797,1.678744197,NF
7.269999981,7.75,7.050000191,229.0,314.0,191.0,-377.0,43.0,43.0,43.0,1.0,24.0,25.0,24.0,24.0,26.0,30.0,30.0,31.0,31.0,32.0,30.0,-14.0,0.0,-50.0,18.0,23.0,29.0,34.0,34.0,33.0,166.0,165.0,166.0,50.0,51.0,57.0,56.0,10.0,10.0,16.0,20.0,15.0,34.0,23.0,28.0,10.0,22.0,32.0,40.0,3050.0,27.90909004,3.26969552,NF
10.78999996,12.77000046,9.739999771,1163.0,2040.0,735.0,-505.0,100.0,168.0,73.0,1.0,26.0,26.0,25.0,26.0,26.0,25.0,25.0,26.0,26.0,25.0,28.0,-14.0,0.0,-50.0,14.0,20.0,25.0,30.0,31.0,30.0,166.0,166.0,167.0,45.0,46.0,61.0,61.0,10.0,10.0,14.0,17.0,14.0,30.0,22.0,28.0,12.0,23.0,33.0,41.0,3050.0,25.81818199,0.873862863,NF
3.890000105,4.059999943,3.74000001,0.0,0.0,0.0,211.0,0.0,0.0,0.0,1.0,34.0,36.0,34.0,35.0,37.0,35.0,35.0,37.0,37.0,35.0,34.0,-14.0,0.0,-50.0,26.0,30.0,33.0,41.0,42.0,40.0,165.0,165.0,166.0,39.0,40.0,37.0,37.0,16.0,16.0,23.0,28.0,23.0,38.0,30.0,35.0,17.0,23.0,34.0,46.0,3050.0,35.36363602,1.206045389,NF
5.369999886,5.949999809,0.0,33.0,47.0,0.0,297.0,42.0,50.0,0.0,9.090000153,29.0,31.0,33.0,32.0,35.0,33.0,33.0,35.0,35.0,34.0,31.0,-14.0,0.0,-50.0,24.0,28.0,33.0,39.0,40.0,38.0,165.0,165.0,166.0,46.0,45.0,47.0,46.0,14.0,14.0,19.0,24.0,18.0,35.0,26.0,32.0,14.0,20.0,31.0,43.0,3050.0,32.81818008,1.940009356,NF
13.5,14.68000031,11.93999958,2547.0,3134.0,1644.0,-8.0,165.0,200.0,117.0,1.0,33.0,32.0,32.0,31.0,33.0,30.0,32.0,32.0,32.0,29.0,30.0,-14.0,0.0,-50.0,19.0,25.0,30.0,33.0,33.0,32.0,166.0,166.0,166.0,71.0,71.0,86.0,85.0,16.0,16.0,18.0,20.0,20.0,28.0,29.0,31.0,20.0,30.0,38.0,51.0,3050.0,31.45454597,1.29333961,NF
14.17000008,14.93999958,13.26000023,3053.0,3136.0,2317.0,-20.0,283.0,287.0,226.0,6.769999981,30.0,30.0,31.0,29.0,31.0,28.0,29.0,29.0,30.0,27.0,27.0,-14.0,0.0,-50.0,14.0,21.0,28.0,33.0,33.0,32.0,166.0,165.0,166.0,112.0,111.0,99.0,98.0,8.0,7.0,12.0,16.0,16.0,26.0,22.0,24.0,8.0,28.0,38.0,63.0,3050.0,29.18181801,1.401298165,NF
5.53000021,5.75,5.340000153,19.0,31.0,11.0,-180.0,46.0,48.0,45.0,1.0,27.0,30.0,30.0,31.0,31.0,32.0,30.0,32.0,32.0,32.0,30.0,-14.0,0.0,-50.0,27.0,26.0,31.0,43.0,43.0,42.0,165.0,166.0,165.0,50.0,50.0,48.0,48.0,13.0,13.0,21.0,24.0,18.0,35.0,27.0,32.0,14.0,19.0,33.0,45.0,3050.0,30.63636398,1.501514196,NF
11.34000015,14.19999981,9.079999924,1434.0,3110.0,562.0,-120.0,87.0,195.0,54.0,1.0,30.0,32.0,31.0,32.0,32.0,31.0,30.0,32.0,30.0,29.0,28.0,-14.0,0.0,-50.0,19.0,25.0,30.0,34.0,34.0,33.0,166.0,166.0,166.0,50.0,50.0,68.0,68.0,17.0,16.0,19.0,22.0,21.0,30.0,27.0,31.0,18.0,30.0,36.0,47.0,3050.0,30.63636398,1.361816883,NF
13.22999954,15.05000019,10.89000034,2431.0,3136.0,1177.0,-149.0,222.0,286.0,119.0,5.980000019,27.0,28.0,26.0,27.0,28.0,26.0,26.0,26.0,25.0,23.0,23.0,-14.0,0.0,-50.0,15.0,19.0,26.0,29.0,30.0,29.0,166.0,166.0,166.0,65.0,65.0,80.0,80.0,13.0,13.0,14.0,16.0,14.0,25.0,24.0,27.0,14.0,24.0,32.0,47.0,3050.0,25.90909004,1.700267315,NF
12.71000004,14.07999992,10.56000042,2087.0,3082.0,1034.0,-138.0,126.0,191.0,77.0,1.0,30.0,30.0,30.0,29.0,31.0,28.0,29.0,30.0,29.0,26.0,26.0,-14.0,0.0,-50.0,18.0,22.0,28.0,33.0,33.0,32.0,166.0,166.0,166.0,62.0,62.0,83.0,82.0,15.0,15.0,17.0,19.0,18.0,27.0,27.0,29.0,17.0,28.0,35.0,48.0,3050.0,28.90909004,1.640398979,NF
14.18000031,14.85000038,13.32999992,3064.0,3137.0,2530.0,228.0,208.0,210.0,190.0,10.15999985,42.0,41.0,42.0,40.0,41.0,40.0,41.0,40.0,40.0,39.0,40.0,-14.0,0.0,-50.0,23.0,30.0,36.0,42.0,41.0,41.0,165.0,165.0,165.0,118.0,117.0,118.0,116.0,17.0,17.0,21.0,25.0,25.0,35.0,30.0,33.0,17.0,27.0,38.0,70.0,3050.0,40.54545593,0.934198678,NF
0.0,0.050000001,0.0,0.0,0.0,0.0,717.0,0.0,0.0,0.0,91.95999908,25.0,26.0,25.0,25.0,27.0,25.0,25.0,27.0,27.0,26.0,25.0,-14.0,0.0,-50.0,15.0,14.0,14.0,30.0,31.0,37.0,166.0,166.0,167.0,17.0,17.0,17.0,17.0,12.0,12.0,14.0,20.0,16.0,26.0,22.0,27.0,12.0,15.0,24.0,34.0,2501.0,25.72727203,0.904533982,NF
6.070000172,6.489999771,5.389999866,57.0,103.0,14.0,-314.0,34.0,42.0,25.0,1.0,25.0,25.0,26.0,28.0,30.0,31.0,31.0,31.0,31.0,30.0,31.0,-14.0,0.0,-50.0,26.0,28.0,32.0,42.0,42.0,41.0,165.0,165.0,165.0,40.0,41.0,41.0,40.0,18.0,17.0,22.0,26.0,20.0,42.0,29.0,34.0,20.0,23.0,32.0,41.0,3050.0,29.0,2.529822111,NF
0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,91.90000153,25.0,26.0,25.0,25.0,26.0,25.0,25.0,27.0,26.0,25.0,24.0,-14.0,0.0,-50.0,14.0,12.0,12.0,29.0,26.0,37.0,167.0,166.0,167.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,27.0,13.0,24.0,22.0,26.0,16.0,15.0,25.0,33.0,2501.0,25.36363602,0.809039831,FF
10.61999989,12.28999996,8.659999847,1092.0,1777.0,478.0,-120.0,71.0,92.0,46.0,1.0,32.0,33.0,32.0,33.0,34.0,31.0,31.0,32.0,31.0,30.0,29.0,-14.0,0.0,-50.0,21.0,26.0,30.0,36.0,36.0,35.0,166.0,165.0,166.0,56.0,56.0,75.0,75.0,17.0,17.0,20.0,24.0,23.0,30.0,30.0,34.0,20.0,31.0,37.0,47.0,3050.0,31.63636398,1.433368444,NF
0.0,0.0,0.0,0.0,0.0,0.0,269.0,0.0,0.0,0.0,91.80999756,30.0,32.0,31.0,30.0,33.0,30.0,31.0,33.0,33.0,32.0,28.0,-14.0,0.0,-50.0,26.0,27.0,29.0,40.0,34.0,36.0,166.0,166.0,166.0,41.0,41.0,37.0,37.0,22.0,22.0,19.0,24.0,19.0,27.0,24.0,29.0,18.0,20.0,29.0,41.0,3050.0,31.18181801,1.601135969,NF
6.980000019,7.28000021,6.71999979,181.0,229.0,143.0,13.0,44.0,44.0,44.0,1.0,18.0,18.0,17.0,17.0,24.0,25.0,23.0,25.0,24.0,25.0,23.0,-14.0,0.0,-50.0,15.0,18.0,25.0,31.0,31.0,30.0,166.0,166.0,167.0,40.0,40.0,40.0,40.0,8.0,8.0,12.0,17.0,11.0,32.0,20.0,25.0,9.0,15.0,24.0,35.0,3050.0,21.72727203,3.437758207,NF
7.21999979,7.539999962,6.840000153,214.0,276.0,154.0,172.0,35.0,44.0,34.0,1.0,27.0,28.0,27.0,27.0,29.0,34.0,33.0,34.0,33.0,34.0,33.0,-14.0,0.0,-50.0,26.0,30.0,34.0,42.0,43.0,41.0,165.0,165.0,165.0,47.0,48.0,47.0,47.0,17.0,17.0,22.0,27.0,21.0,36.0,29.0,34.0,18.0,25.0,35.0,43.0,3050.0,30.81818199,3.156522751,NF
7.25,7.539999962,6.880000114,222.0,278.0,163.0,-96.0,26.0,36.0,26.0,1.0,27.0,27.0,27.0,25.0,30.0,32.0,32.0,33.0,33.0,32.0,33.0,-14.0,0.0,-50.0,19.0,25.0,30.0,35.0,35.0,34.0,166.0,166.0,166.0,46.0,47.0,58.0,58.0,12.0,12.0,17.0,21.0,17.0,36.0,24.0,30.0,14.0,24.0,35.0,42.0,2501.0,30.09090996,3.015113592,NF
0.0,0.0,0.0,0.0,0.0,0.0,610.0,0.0,0.0,0.0,91.95999908,40.0,43.0,41.0,41.0,44.0,40.0,41.0,43.0,44.0,40.0,38.0,-14.0,0.0,-50.0,22.0,26.0,30.0,37.0,44.0,37.0,165.0,165.0,166.0,68.0,68.0,65.0,65.0,18.0,18.0,20.0,25.0,21.0,34.0,28.0,30.0,19.0,23.0,34.0,65.0,3050.0,41.36363602,1.91168654,FF
14.14999962,15.27000046,13.52000046,3039.0,3182.0,2553.0,226.0,295.0,300.0,258.0,3.079999924,38.0,37.0,38.0,36.0,37.0,36.0,37.0,37.0,37.0,35.0,36.0,-14.0,0.0,-50.0,21.0,27.0,33.0,39.0,39.0,38.0,165.0,165.0,166.0,100.0,99.0,103.0,102.0,16.0,16.0,20.0,23.0,22.0,33.0,29.0,32.0,17.0,28.0,39.0,67.0,3050.0,36.72727203,0.904534042,NF
5.71999979,5.940000057,5.610000134,28.0,43.0,19.0,52.0,43.0,44.0,42.0,1.0,26.0,25.0,32.0,30.0,32.0,33.0,32.0,32.0,33.0,33.0,32.0,-14.0,0.0,-50.0,23.0,27.0,29.0,39.0,40.0,38.0,165.0,165.0,166.0,32.0,32.0,31.0,31.0,16.0,16.0,20.0,25.0,20.0,37.0,28.0,32.0,17.0,22.0,33.0,41.0,3050.0,30.90909004,2.809076309,NF
10.39999962,12.75,7.860000134,902.0,1642.0,329.0,368.0,9.0,22.0,-5.0,1.0,28.0,27.0,27.0,26.0,28.0,27.0,27.0,28.0,27.0,25.0,27.0,-14.0,0.0,-50.0,17.0,22.0,29.0,32.0,32.0,32.0,166.0,166.0,166.0,50.0,50.0,66.0,65.0,13.0,13.0,17.0,21.0,17.0,31.0,26.0,32.0,15.0,26.0,33.0,41.0,2501.0,27.0,0.89442718,NF
7.980000019,8.960000038,7.190000057,347.0,538.0,206.0,-366.0,40.0,50.0,39.0,1.0,26.0,27.0,26.0,26.0,27.0,27.0,28.0,32.0,31.0,32.0,30.0,-14.0,0.0,-50.0,24.0,25.0,30.0,40.0,40.0,39.0,165.0,165.0,166.0,50.0,50.0,54.0,53.0,18.0,18.0,23.0,27.0,20.0,39.0,30.0,35.0,19.0,26.0,33.0,39.0,3050.0,28.36363602,2.419616938,NF
8.369999886,9.380000114,7.550000191,421.0,619.0,269.0,-7.0,43.0,53.0,33.0,1.0,32.0,34.0,32.0,33.0,34.0,33.0,32.0,36.0,38.0,39.0,37.0,-14.0,0.0,-50.0,24.0,26.0,31.0,39.0,40.0,39.0,165.0,165.0,166.0,49.0,49.0,61.0,60.0,19.0,19.0,24.0,28.0,24.0,38.0,31.0,39.0,21.0,32.0,40.0,47.0,3050.0,34.54545593,2.544155598,NF
9.31000042,10.47000027,7.710000038,651.0,1020.0,312.0,-27.0,64.0,80.0,46.0,1.0,27.0,28.0,28.0,27.0,29.0,27.0,27.0,28.0,28.0,27.0,28.0,-14.0,0.0,-50.0,14.0,22.0,28.0,30.0,30.0,29.0,166.0,166.0,167.0,45.0,45.0,63.0,63.0,8.0,8.0,13.0,16.0,16.0,28.0,20.0,25.0,10.0,27.0,35.0,46.0,3050.0,27.63636398,0.674199879,NF
7.730000019,8.140000343,7.489999771,313.0,387.0,267.0,-92.0,47.0,49.0,47.0,1.0,18.0,20.0,19.0,19.0,20.0,19.0,24.0,26.0,24.0,26.0,24.0,-14.0,0.0,-50.0,13.0,18.0,26.0,29.0,30.0,29.0,166.0,166.0,167.0,46.0,46.0,59.0,58.0,8.0,8.0,12.0,15.0,10.0,30.0,20.0,26.0,8.0,17.0,26.0,34.0,3050.0,21.72727203,3.068905354,NF
8.029999733,9.210000038,7.210000038,357.0,588.0,195.0,-18.0,25.0,28.0,16.0,1.0,37.0,36.0,36.0,36.0,37.0,34.0,35.0,36.0,36.0,34.0,37.0,-14.0,0.0,-50.0,23.0,31.0,34.0,38.0,38.0,37.0,166.0,165.0,166.0,56.0,56.0,71.0,70.0,18.0,18.0,22.0,26.0,26.0,32.0,31.0,35.0,19.0,35.0,44.0,58.0,3050.0,35.81818008,1.078719854,NF
6.739999771,7.630000114,6.079999924,145.0,285.0,60.0,-546.0,43.0,53.0,42.0,1.0,23.0,23.0,24.0,25.0,28.0,31.0,30.0,32.0,32.0,31.0,29.0,-14.0,0.0,-50.0,18.0,21.0,26.0,34.0,34.0,33.0,166.0,165.0,166.0,37.0,38.0,37.0,37.0,12.0,12.0,15.0,19.0,14.0,30.0,23.0,27.0,13.0,17.0,28.0,38.0,3050.0,28.0,3.605551243,NF
14.18000031,14.88000011,13.56999969,3069.0,3131.0,3002.0,-538.0,285.0,286.0,285.0,16.79000092,35.0,35.0,33.0,34.0,34.0,32.0,33.0,32.0,32.0,30.0,29.0,-14.0,0.0,-50.0,17.0,22.0,27.0,35.0,35.0,34.0,166.0,166.0,166.0,103.0,103.0,106.0,105.0,12.0,12.0,15.0,19.0,16.0,28.0,25.0,28.0,13.0,29.0,39.0,64.0,3050.0,32.63636398,1.91168654,NF
10.78999996,11.81999969,10.09000015,1120.0,1560.0,835.0,145.0,70.0,79.0,66.0,1.0,31.0,33.0,31.0,33.0,33.0,34.0,30.0,33.0,32.0,31.0,29.0,-14.0,0.0,-50.0,22.0,26.0,30.0,36.0,36.0,36.0,166.0,166.0,166.0,53.0,53.0,71.0,71.0,19.0,19.0,21.0,24.0,22.0,31.0,29.0,34.0,19.0,31.0,37.0,47.0,3050.0,31.81818199,1.537412286,NF
